A,B,C,G,R,X6,X8,Class
7,1148.78,1059.65,48.4,856,80.3738,0.3264,A
6,1162.95,1059.65,48.4,1367,91.0753,0.3225,A
5,1145.45,1039.65,49.2,1420,92.1831,0.29100000000000004,A
6,1159.2,1069.64,48.02,1287,83.68299999999999,0.2876,A
7,1177.87,1069.64,48.02,1552,69.1366,0.2584,A
8,1177.52,999.67,48.02,2412,72.3466,0.2831,A
7,1118.79,889.7,48.4,4390,30.5923,0.149,A
9,1073.24,339.89,48.8,18363,65.5884,0.2609,A
9,1120.03,1029.66,50.02,1327,67.5207,0.2857,A
7,1081.56,359.88,49.2,13506,68.0142,0.1422,A
8,1100.03,359.88,49.2,13626,66.5492,0.1455,A
8,1136.7,1059.65,49.6,1239,79.096,0.2933,A
8,1131.62,1059.65,49.6,1473,87.0333,0.2828,A
7,1142.02,1059.65,49.6,1127,81.2777,0.2802,A
9,1145.03,1069.64,49.6,870,72.1839,0.2911,A
8,1155.45,949.68,48.8,1143,82.6772,0.2885,A
10,951.35,389.87,48.8,4761,77.9668,0.1752,A
8,798.59,369.88,54.07,5165,41.5489,0.3578,A
8,855.21,669.78,52.19,10996,17.7428,0.2924,A
8,1128.2,939.69,50.86,1773,75.8601,0.3167,A
7,1087.64,809.73,46.53,5379,41.9409,0.1471,A
7,1068.49,809.73,46.53,6100,70.7377,0.14400000000000002,A
8,1089.25,919.69,47.26,2943,56.7448,0.3531,A
7,1112.03,989.67,50.44,1124,80.42699999999999,0.3237,A
8,1109.23,889.7,50.86,1090,45.1376,0.3246,A
7,1092.71,889.7,48.02,3278,48.0781,0.3168,A
7,1091.56,949.68,48.02,1387,28.5508,0.3524,A
8,1108.03,989.67,50.44,1029,32.2643,0.361,A
8,1131.71,1039.65,50.02,631,56.5769,0.1841,A
6,1114.03,899.7,48.8,1383,52.5669,0.3232,A
6,1112.03,839.72,49.2,3955,32.0101,0.1799,A
7,1171.69,1109.63,49.6,408,47.3039,0.2845,A
5,1177.87,1129.62,48.02,348,41.95399999999999,0.1477,A
4,1187.86,1139.62,48.4,445,27.8652,0.1464,A
6,1168.36,1089.64,48.8,488,58.1967,0.3566,A
8,1119.23,909.7,50.02,2218,61.4968,0.14300000000000002,A
6,1107.23,959.68,50.02,769,78.9337,0.3613,A
6,1068.49,919.69,51.3,943,45.3871,0.14400000000000002,A
7,1072.72,899.7,49.6,2610,43.7548,0.1434,A
5,1140.04,1039.65,49.6,890,66.6292,0.2924,A
7,1160.03,1079.64,49.6,605,66.4463,0.2514,A
9,1176.69,1119.63,48.8,386,84.456,0.3541,A
7,1176.27,1099.63,48.4,479,70.5637,0.3188,A
8,1152.95,1069.64,48.4,1052,83.365,0.2168,A
8,1156.28,1069.64,48.8,1289,89.6819,0.2883,A
6,1166.57,1109.63,48.4,707,72.4187,0.2982,A
7,1048.88,399.87,48.02,24077,44.0296,0.1467,A
8,1051.5,399.87,48.02,23327,61.7653,0.1409,A
6,1137.54,679.77,50.44,6901,73.685,0.2564,A
8,1126.29,679.77,50.86,4934,69.4771,0.33299999999999996,A
8,1151.28,1069.64,50.02,399,55.3885,0.1448,A
7,1157.11,1119.63,50.02,172,38.9535,0.14400000000000002,A
8,1160.45,1109.63,50.02,201,75.1244,0.3591,A
10,1170.03,1109.63,49.2,519,56.8401,0.3561,A
8,1178.77,1109.63,49.2,387,37.9845,0.3535,A
7,1176.56,1099.63,49.2,487,29.1581,0.1478,A
8,1167.0,1099.63,49.6,218,66.5138,0.2981,A
7,1170.04,1129.62,48.8,249,47.3896,0.1858,A
7,1163.36,1089.64,48.8,358,63.1285,0.3582,A
9,1150.45,1089.64,49.2,448,68.5268,0.3622,A
8,1151.7,1089.64,49.2,491,78.4114,0.1447,A
5,1078.16,809.73,48.8,3514,43.597,0.2061,A
5,1027.44,809.73,48.8,2746,40.6045,0.1802,A
6,1088.44,879.71,51.74,1565,31.1821,0.2573,A
5,1153.78,1079.64,47.63,718,56.8245,0.3611,A
4,1165.03,1089.64,47.63,517,54.1586,0.3577,A
6,1142.54,1099.63,48.8,450,54.2222,0.3282,A
8,1078.87,789.74,48.02,3280,26.128,0.1783,A
6,1020.73,789.74,48.02,2895,43.1088,0.2799,A
7,1057.05,889.7,49.6,4442,51.5083,0.3153,A
7,1078.44,909.7,49.6,3488,45.6995,0.2967,A
8,993.6,779.74,49.6,4469,54.7997,0.2516,A
11,819.14,689.77,54.07,4075,41.7669,0.1436,A
8,765.42,689.77,68.99,848,57.6651,0.2825,A
6,834.13,729.76,53.12,4085,32.0685,0.3526,A
8,951.02,789.74,51.74,4124,45.5383,0.2804,A
10,910.34,769.74,51.74,1849,80.1514,0.3189,A
8,926.24,759.75,49.6,2397,54.4013,0.1862,A
7,1062.72,849.72,49.6,5526,49.62,0.2895,A
8,1017.87,429.86,51.3,16565,71.0534,0.2807,A
9,1073.49,429.86,50.44,12781,81.3943,0.2866,A
7,1138.79,1059.65,49.6,1071,71.4286,0.2927,A
7,1135.04,1039.65,46.89,1272,74.2925,0.2937,A
7,1075.8,809.73,46.89,5363,26.6269,0.28600000000000003,A
8,1045.58,809.73,50.44,4125,42.4485,0.3188,B
6,1115.23,999.67,49.6,2910,76.1512,0.2869,B
7,1111.63,959.68,48.8,3115,88.1862,0.2879,B
8,1051.13,799.73,37.51,9733,59.4575,0.1762,B
9,963.82,369.88,37.51,34597,74.6279,0.2147,B
9,976.23,369.88,48.02,13242,59.4397,0.1413,B
8,1035.21,859.71,51.3,4419,79.5429,0.2862,B
8,1075.41,939.69,50.44,2087,75.6588,0.2504,B
10,1103.63,999.67,50.44,1512,92.0635,0.2537,B
8,1119.63,1039.65,50.02,1317,88.2308,0.2977,B
8,1089.25,819.73,50.02,4895,32.7273,0.2825,B
8,1084.25,819.73,48.8,7072,25.905,0.3193,B
8,1042.73,849.72,48.8,4646,60.2023,0.1475,B
8,1043.36,849.72,51.3,3500,73.0286,0.142,B
9,1103.48,939.69,49.2,2413,78.6987,0.3137,B
7,1116.83,939.69,48.4,1752,88.4703,0.2865,B
7,1120.03,999.67,49.2,1800,68.8889,0.25,B
7,1106.43,999.67,49.2,1807,62.4239,0.3254,B
6,1107.63,1009.66,48.8,1279,78.8898,0.325,B
7,1109.23,1029.66,48.8,1132,79.7703,0.3246,B
8,1122.83,1029.66,50.02,1018,82.4165,0.3206,B
6,1137.12,1059.65,50.02,691,63.8205,0.3298,A
6,1127.96,1039.65,50.02,826,56.5375,0.2955,A
7,1144.2,1039.65,49.6,686,65.4519,0.3277,A
6,1143.22,1049.65,50.02,878,89.7494,0.3149,A
7,1114.63,879.71,48.4,1560,57.8205,0.138,A
6,1083.64,879.71,48.4,3676,46.2731,0.2953,A
6,1101.63,1009.66,50.86,1726,71.9003,0.3268,A
8,1118.43,1039.65,50.02,1523,85.7518,0.3219,A
9,1099.23,479.84,48.8,12538,60.1691,0.1456,A
9,1108.83,479.84,48.4,10711,56.623999999999995,0.1443,A
9,1148.78,1029.66,48.8,1821,90.994,0.2902,A
7,1141.7,1059.65,48.8,1273,83.5035,0.292,A
9,1139.62,1059.65,50.02,1092,72.8938,0.2925,A
8,1119.23,929.69,49.6,3353,72.5619,0.2859,A
8,920.98,699.77,49.6,1275,86.0392,0.2802,A
7,929.36,699.77,50.02,3971,34.8275,0.1435,A
9,1086.44,929.69,49.6,2001,60.7196,0.2946,A
9,967.61,759.75,49.6,8982,32.2757,0.2138,A
6,887.83,759.75,51.74,7217,29.1395,0.2464,A
7,925.69,759.75,51.74,7502,18.835,0.2881,A
8,998.95,839.72,51.3,2821,59.128,0.28600000000000003,A
9,1070.03,959.68,51.3,1902,83.2808,0.2516,A
9,1098.03,959.68,51.3,1595,59.7492,0.2914,A
8,1118.83,1019.66,50.44,1023,65.8847,0.3218,A
7,1052.98,799.73,50.86,3065,34.0946,0.1759,A
8,968.96,789.74,51.74,2678,75.7655,0.2212,A
8,950.37,789.74,53.12,4241,80.4763,0.2177,A
8,1017.52,829.72,50.02,2721,53.62,0.3159,A
7,1119.63,1019.66,50.02,1075,74.5116,0.3215,A
8,1104.03,979.67,50.44,1035,58.6473,0.3261,A
7,1110.43,979.67,50.02,1305,59.6935,0.3602,A
6,1148.37,1059.65,48.8,1185,68.5232,0.3266,A
7,1157.95,1059.65,48.8,1169,77.6732,0.3239,A
8,1130.46,1049.65,49.6,598,85.4515,0.3317,A
8,1127.54,1049.65,50.44,1023,85.435,0.2956,A
7,1139.22,1069.64,49.6,954,92.4528,0.316,A
7,1120.03,979.67,49.6,1962,61.263999999999996,0.3214,A
8,1096.83,979.67,49.6,1805,77.7285,0.2918,A
7,1124.43,1029.66,49.6,1251,88.809,0.2846,A
8,1153.37,1089.64,49.6,707,85.1485,0.3251,A
6,1151.7,1069.64,49.6,582,70.4467,0.3256,A
6,1143.79,1069.64,48.8,1244,88.1029,0.2914,A
7,1114.03,859.71,48.8,3445,66.1829,0.2873,B
6,1022.25,789.74,50.86,3687,52.7529,0.2536,B
7,1045.95,789.74,50.02,4476,69.8838,0.2479,B
5,1128.82,949.68,49.2,2106,77.113,0.3189,B
9,1149.2,1069.64,48.4,1040,88.0769,0.3263,B
8,1080.04,849.72,50.02,2847,57.1479,0.2963,B
6,1081.18,849.72,49.6,3066,53.8813,0.2846,B
7,1090.79,919.69,49.6,2169,54.6796,0.2821,B
6,1061.57,919.69,50.86,1397,63.9227,0.3261,B
8,1128.42,919.69,47.26,2336,38.0137,0.319,B
8,1123.38,959.68,49.2,1830,88.3607,0.2226,B
7,1050.8,799.73,49.2,3964,61.1251,0.183,B
7,953.82,769.74,47.63,7304,47.8642,0.1808,B
8,924.85,789.74,55.57,4180,40.7895,0.2093,B
6,975.75,769.74,50.86,3713,33.2615,0.3294,B
7,1081.95,849.72,49.6,3405,67.6065,0.3199,B
7,1114.83,999.67,47.26,2068,82.1083,0.3229,B
8,1031.88,799.73,47.26,7549,41.3962,0.2872,B
7,947.62,799.73,50.02,4382,60.3834,0.1456,B
7,1052.61,809.73,50.02,3465,41.4141,0.2463,B
9,1106.83,959.68,49.6,2813,88.7664,0.2891,B
9,1127.54,959.68,48.02,2068,93.6654,0.2956,B
7,1139.62,1049.65,48.02,1497,81.6299,0.2808,B
7,1087.33,899.7,49.2,4032,79.5139,0.1415,B
8,1079.64,899.7,49.2,4025,82.9814,0.2594,B
9,1119.23,929.69,49.2,2588,52.7434,0.2502,B
8,1129.22,929.69,49.2,1684,71.9121,0.2125,B
7,1125.04,1029.66,49.6,1266,56.6351,0.2963,B
8,1076.56,819.73,49.6,4660,49.9785,0.2858,B
8,1067.34,819.73,49.6,4294,43.8519,0.2162,B
8,1110.03,999.67,49.6,2122,94.0622,0.2883,B
9,1114.43,999.67,49.6,2236,97.0036,0.2872,B
7,1116.43,1029.66,49.2,1603,86.5253,0.2866,B
8,1025.73,739.75,49.2,5727,52.8025,0.2437,B
9,886.8,729.76,53.12,3858,72.7061,0.1819,B
9,945.2,739.75,51.3,4985,63.4704,0.1459,B
8,1108.83,969.68,49.2,2858,85.0945,0.2525,B
9,1154.2,1019.66,47.26,2703,88.3093,0.2527,B
7,1163.36,1029.66,47.26,2172,80.7551,0.2507,B
9,1145.87,1049.65,49.6,1125,91.2889,0.2545,B
8,1132.54,1049.65,50.44,1380,92.6087,0.2575,A
8,1122.03,929.69,48.8,1975,62.6329,0.2496,A
9,1074.04,799.73,50.44,5692,39.1778,0.2235,A
8,1088.04,799.73,48.02,6551,47.2905,0.2574,A
9,1111.63,749.75,48.02,3920,68.801,0.2519,A
9,1015.73,749.75,44.46,8457,62.126000000000005,0.2813,A
8,975.88,779.74,53.59,2053,63.4681,0.2827,A
9,972.18,759.75,53.59,2613,40.8726,0.2572,A
7,1028.92,759.75,51.3,5556,25.54,0.28800000000000003,A
8,1121.23,949.68,49.6,1874,75.8805,0.2854,A
7,1146.7,949.68,48.4,2843,74.956,0.2544,A
9,1164.2,1069.64,48.4,1535,66.2541,0.2863,A
7,1155.03,1069.64,49.2,953,90.2413,0.2886,A
8,1123.63,839.72,49.2,3529,64.0975,0.2492,A
9,990.38,779.74,49.2,3877,63.7864,0.2524,A
8,1041.5,779.74,49.2,5574,45.2278,0.2489,A
7,1144.62,1039.65,49.2,2138,88.681,0.2548,A
8,1132.54,1019.66,48.4,2311,98.0095,0.2575,A
7,1140.04,1009.66,48.4,2857,85.1243,0.2558,A
8,1168.78,1009.66,47.26,2866,89.1137,0.2496,A
9,953.35,369.88,47.26,13624,60.4742,0.1748,A
9,834.57,369.88,48.02,22401,58.9572,0.2905,A
7,997.17,789.74,51.74,5175,59.285,0.2507,A
8,1120.43,939.69,48.4,3141,84.3362,0.2856,A
9,1163.78,1049.65,47.26,1880,77.5532,0.2864,A
8,1159.61,1049.65,47.26,2697,82.1283,0.2875,A
9,1054.83,809.73,48.02,5547,46.115,0.2809,A
11,910.7,779.74,48.02,7541,36.8917,0.2196,A
10,928.69,779.74,49.2,9776,43.0442,0.1436,A
8,1028.18,779.74,49.2,7990,68.836,0.2522,A
8,1112.43,919.69,49.2,4494,69.5372,0.2877,A
9,1187.1,1019.66,47.26,1466,75.9891,0.1404,A
8,1193.52,1099.63,47.26,1051,81.6365,0.2914,A
8,1175.69,1069.64,48.02,1857,89.0684,0.2589,A
8,1156.57,1049.65,47.63,1961,74.9618,0.2256,A
7,1105.23,909.7,47.63,3104,68.7822,0.2895,A
7,1124.43,909.7,46.53,4432,52.2338,0.2846,A
8,1157.95,1049.65,46.53,2942,80.4895,0.2879,A
9,1140.87,979.67,47.63,3492,82.5029,0.2922,A
8,1145.22,1069.64,48.4,1625,82.0923,0.2794,A
8,1098.1,859.71,49.2,3236,52.4104,0.2452,A
8,1074.84,859.71,50.44,3635,68.1981,0.2605,A
7,1081.24,959.68,50.86,2922,98.6995,0.259,A
8,1087.64,959.68,50.86,3444,94.0767,0.2574,A
7,1081.18,979.67,50.86,3046,93.1714,0.249,A
8,1086.56,989.67,50.86,2913,98.7642,0.2478,A
7,1087.33,969.68,50.86,2956,86.7388,0.2476,A
7,1075.03,969.68,51.74,2090,82.1531,0.2504,A
7,1068.04,929.69,50.86,2435,87.9671,0.2622,A
7,1102.83,1009.66,50.86,2824,95.7861,0.2539,A
7,1089.25,1009.66,51.74,2392,93.5201,0.2472,A
7,1106.03,1009.66,49.6,3007,98.2374,0.2532,A
7,1112.83,999.67,49.6,2688,87.4256,0.2516,A
7,1105.23,999.67,49.2,3116,82.7022,0.2533,A
9,1092.44,979.67,49.2,3450,79.8551,0.2563,A
8,1091.64,979.67,50.44,3381,89.9438,0.2565,A
8,1097.33,979.67,49.2,3048,86.4173,0.2454,A
8,1093.24,989.67,49.2,2603,94.5832,0.2561,A
7,1085.24,969.68,51.74,2589,94.43799999999999,0.258,A
8,1096.03,969.68,51.3,3306,96.58200000000001,0.2555,A
7,1090.02,989.67,50.44,3037,89.9901,0.247,A
9,1088.04,999.67,50.44,3005,87.9867,0.2574,A
9,1085.64,999.67,50.02,3125,86.49600000000001,0.2579,A
8,1101.17,999.67,50.02,3686,78.7575,0.2445,A
9,1078.87,969.68,50.02,3285,84.414,0.2496,A
9,1056.19,939.69,51.74,2241,90.3614,0.2549,A
7,1083.64,939.69,50.44,2564,87.8705,0.2584,A
8,1087.33,949.68,50.44,2984,62.6005,0.2476,A
8,1073.64,949.68,50.02,2205,58.458,0.2608,A
8,1097.63,879.71,48.02,4823,77.2756,0.2187,A
7,1132.54,879.71,48.02,3387,86.212,0.2575,A
8,1115.23,989.67,48.8,3001,94.5685,0.2511,A
7,1083.48,949.68,50.44,3024,89.9802,0.2485,A
7,1062.34,949.68,51.74,2884,89.7365,0.2534,A
7,1076.56,959.68,50.44,2425,89.2784,0.2501,A
8,1113.63,979.67,49.6,4054,86.6058,0.2514,A
9,1086.84,949.68,50.44,4058,85.1405,0.2576,A
7,1083.87,949.68,50.86,2992,90.8757,0.2484,A
7,1089.25,949.68,48.8,3478,68.4589,0.2472,A
9,1075.8,949.68,48.8,3412,63.8335,0.2503,A
9,1068.49,899.7,48.4,6021,51.0546,0.252,C
8,1076.56,899.7,48.4,6530,68.3308,0.2501,C
8,1104.83,989.67,48.8,4203,85.9624,0.2534,C
7,1118.79,979.67,48.8,2977,94.0544,0.2607,C
7,1112.83,979.67,50.44,2952,87.6355,0.2516,C
7,1094.83,979.67,49.2,3673,95.5622,0.2558,C
9,1128.02,999.67,48.8,3681,97.9897,0.2482,C
8,1112.55,999.67,48.8,2892,89.5574,0.2622,C
7,1112.83,999.67,50.44,3416,97.6874,0.2516,C
7,1110.03,1009.66,50.02,2963,95.9838,0.2523,C
9,1106.03,939.69,49.6,3860,87.9534,0.2532,C
7,1077.72,939.69,49.6,2929,81.7344,0.2498,C
8,1082.72,959.68,49.2,3164,89.5702,0.2487,C
9,1106.03,989.67,49.2,3577,79.7037,0.2532,C
8,1078.87,919.69,49.2,3825,91.5033,0.2496,C
9,1066.57,919.69,50.02,4521,93.1652,0.2524,C
8,1065.8,929.69,50.02,4823,77.7939,0.2526,C
8,1058.54,929.69,51.74,4379,70.5412,0.2449,C
7,1084.04,929.69,51.74,2664,93.8063,0.2583,C
7,1085.24,979.67,51.3,2472,91.8689,0.258,C
8,1070.8,939.69,50.02,2892,91.8741,0.2514,C
8,1083.64,929.69,50.02,3959,92.9275,0.2584,C
7,1097.33,929.69,49.6,4086,84.5081,0.2454,C
9,1117.63,1009.66,49.6,3367,85.6846,0.2505,C
8,1101.23,979.67,50.02,3154,92.5808,0.2543,C
9,1081.95,939.69,50.44,3416,88.9637,0.2488,C
9,1093.87,939.69,50.44,3293,92.8637,0.2461,C
8,1081.24,899.7,50.44,3762,85.7523,0.222,C
9,1100.43,899.7,47.63,5795,66.868,0.2545,C
9,1118.03,999.67,47.63,3080,82.01299999999999,0.2504,C
6,1114.43,999.67,49.6,2710,91.5867,0.2513,C
7,1093.48,949.68,50.44,3045,81.3136,0.2462,C
8,1071.95,949.68,50.44,3521,77.05199999999999,0.2512,C
8,1071.95,939.69,51.3,2695,95.5102,0.2512,C
9,1063.88,949.68,50.02,3525,73.1631,0.2531,C
9,1089.24,949.68,48.8,4898,89.3426,0.2571,C
9,1107.23,989.67,48.8,4324,87.9741,0.2529,C
8,1060.42,749.75,50.02,6288,51.0178,0.2539,C
9,945.68,669.78,51.3,6015,50.5237,0.282,C
8,957.01,669.78,52.65,4195,84.1716,0.2786,C
7,884.19,419.86,52.65,8826,77.249,0.273,C
8,744.61,349.88,55.57,10158,78.5785,0.2302,C
9,804.73,349.88,52.19,6885,56.6304,0.1726,C
10,818.84,559.81,52.19,7053,40.0822,0.1437,C
9,911.03,559.81,46.17,6833,73.5694,0.1464,C
8,1114.03,839.72,45.13,7442,57.6995,0.1795,C
9,1126.42,839.72,45.13,7292,82.8168,0.142,C
9,1209.6,979.67,44.13,5107,74.0356,0.2876,C
10,1251.4,1109.63,44.13,1812,71.7991,0.2906,C
9,1230.95,1099.63,45.47,1126,73.4458,0.2585,C
10,1229.14,1089.64,43.18,3280,34.2073,0.3328,C
9,1215.25,1029.66,44.13,3651,86.4969,0.322,C
9,1183.77,979.67,45.13,3102,77.3694,0.3168,C
8,1201.77,979.67,45.47,3867,78.3295,0.2894,C
8,1227.32,1099.63,45.47,2392,92.5167,0.2222,C
7,1124.21,839.72,45.47,5183,36.176,0.2224,C
7,1115.23,839.72,45.82,9691,24.1668,0.2152,C
10,1155.03,979.67,46.89,2969,52.8461,0.1443,C
8,1153.78,969.68,46.89,4367,91.39,0.2528,C
9,1202.21,1019.66,46.17,3118,83.8999,0.217,C
8,1214.38,1099.63,46.17,1109,75.7439,0.3222,C
9,1185.44,1089.64,47.26,1196,64.9666,0.3515,C
10,1162.11,1069.64,46.89,1885,67.8515,0.3586,C
9,1125.87,889.7,44.46,6147,56.369,0.2961,C
8,1176.13,889.7,42.87,6881,45.0807,0.2957,C
8,1232.77,1139.62,42.87,2222,73.8074,0.2581,C
9,1194.38,1009.66,44.79,2421,82.9822,0.2912,C
9,1158.36,1009.66,46.89,3560,86.5169,0.2878,C
10,1158.78,1019.66,48.02,4389,83.6637,0.2517,C
9,1172.11,1039.65,46.17,2488,70.217,0.2844,C
10,1169.61,1069.64,47.26,2128,78.1015,0.285,C
8,1124.43,929.69,47.63,3464,75.6351,0.3557,C
8,1112.83,929.69,48.4,5200,91.3846,0.2516,C
7,1157.87,989.67,47.26,3908,98.5159,0.2629,C
10,1171.35,1039.65,47.26,2531,63.1371,0.297,C
9,1133.62,979.67,47.63,1964,83.2994,0.3176,C
9,1122.43,979.67,47.63,2898,90.5107,0.2495,C
9,1167.44,1009.66,46.53,3381,67.2582,0.298,C
8,1184.39,1059.65,46.17,1897,81.2335,0.2937,C
9,1171.28,1039.65,44.79,2231,75.3474,0.3202,C
7,1194.38,949.68,44.46,4974,52.5131,0.2912,C
8,1200.47,949.68,44.46,4635,60.9277,0.2898,C
8,1189.19,1039.65,47.26,2756,76.3062,0.2803,C
9,1167.94,1039.65,47.63,2923,80.26,0.3211,C
10,1144.62,999.67,47.63,2048,89.8926,0.3276,C
9,1147.53,999.67,48.4,3542,83.4274,0.2905,C
9,1180.48,1019.66,46.53,2472,93.2443,0.2947,C
9,1208.69,1089.64,45.47,2010,89.9005,0.3009,C
9,1213.94,1089.64,46.17,1970,93.0457,0.2865,C
7,1185.02,1059.65,47.26,1588,82.3048,0.2813,C
9,1173.09,1039.65,46.17,1555,52.8617,0.3336,C
9,1177.87,1039.65,46.17,1927,66.684,0.3322,C
8,1190.85,1049.65,46.53,2653,96.1176,0.2799,C
9,1194.82,959.68,46.53,3114,77.5209,0.2911,C
9,1169.18,959.68,46.89,3139,73.5585,0.3347,C
9,1137.22,949.68,47.63,4576,83.479,0.2814,C
8,1120.83,949.68,47.63,4261,94.8604,0.2855,C
9,1115.04,969.68,49.6,2268,94.9735,0.299,C
9,1140.04,1039.65,46.17,2786,80.2584,0.2924,C
7,1161.28,1039.65,46.17,2451,85.6793,0.287,C
9,1153.37,1049.65,48.02,1625,81.1692,0.3251,C
9,1170.86,1049.65,47.63,1669,88.556,0.2847,C
8,1172.11,1039.65,47.63,2058,91.0107,0.2844,C
8,1124.43,929.69,46.53,4363,76.4612,0.2846,C
9,1074.64,869.71,46.53,7868,69.7763,0.2505,C
8,1080.44,869.71,47.26,9165,62.2913,0.2962,C
7,1145.87,949.68,47.26,2753,59.1718,0.2545,C
9,1176.27,1079.64,48.4,1218,88.67,0.3188,C
10,1155.45,1059.65,48.4,2252,83.2593,0.2885,C
8,1145.03,989.67,48.02,2497,74.7697,0.3275,C
10,1141.29,989.67,47.63,2243,69.0147,0.3286,C
9,1154.2,1019.66,47.26,2170,95.9908,0.2888,C
9,1163.78,1019.66,47.26,2385,90.60799999999999,0.2864,C
9,1142.12,1019.66,48.8,2159,88.05,0.2919,C
9,1133.37,1049.65,50.86,793,88.2724,0.2941,C
9,1142.12,1049.65,49.2,1105,86.6063,0.3283,C
9,1141.22,1009.66,46.89,2162,68.9177,0.3505,C
10,1118.03,979.67,46.17,3330,54.5946,0.2862,C
8,1066.18,899.7,46.17,3546,87.084,0.2886,C
8,1057.34,899.7,50.02,4591,96.7981,0.2546,C
8,1127.12,979.67,49.2,3283,92.9333,0.2588,C
9,1141.22,1019.66,49.2,1677,66.7859,0.3155,C
9,1120.83,1009.66,50.44,2306,85.7762,0.3212,C
8,1120.83,969.68,48.4,2625,80.6476,0.2855,C
10,1130.02,969.68,48.02,2751,73.1007,0.3186,C
10,1141.7,999.67,48.02,2933,92.1582,0.292,C
9,1145.45,999.67,49.2,2122,97.2196,0.29100000000000004,C
9,1149.62,1039.65,48.8,1912,91.5272,0.29,C
8,1124.03,909.7,48.4,2900,84.6552,0.2847,C
10,1131.29,909.7,48.02,2521,58.4689,0.1842,C
8,1140.04,959.68,48.02,1925,77.7143,0.2924,C
9,1122.13,959.68,48.8,3015,91.6418,0.2971,C
8,1120.03,999.67,48.4,2883,87.8252,0.3214,C
9,1088.87,969.68,48.4,3449,78.3995,0.3179,C
8,1084.84,969.68,50.44,3193,89.6962,0.295,C
9,1114.83,999.67,50.02,2194,96.3081,0.287,C
9,1124.03,939.69,49.2,3201,78.538,0.2847,C
8,1127.96,939.69,48.8,2697,77.1969,0.2955,C
10,1148.78,1019.66,48.8,2384,76.2584,0.2902,C
9,1133.62,1019.66,48.8,922,86.0087,0.3529,C
8,1112.03,899.7,44.79,5170,68.2785,0.3237,C
8,1149.62,969.68,44.79,5067,75.7253,0.29,C
8,1132.42,979.67,48.4,2499,85.03399999999999,0.2826,C
10,1104.83,979.67,50.44,2824,81.9759,0.2534,C
8,1097.23,889.7,49.2,3447,75.0508,0.2917,C
9,1116.03,889.7,47.26,5524,77.6973,0.2867,C
8,1154.62,1009.66,47.63,2788,79.089,0.2887,C
8,1158.36,1049.65,47.63,1941,77.6404,0.3237,C
8,1129.62,1029.66,48.4,1202,87.0216,0.2951,C
9,1121.63,1009.66,46.89,2877,88.3907,0.321,C
9,1109.23,959.68,46.89,5307,86.5084,0.2524,C
8,1116.29,959.68,48.4,4850,95.8763,0.2613,C
8,1168.78,1009.66,48.4,3192,94.9875,0.2852,C
8,1179.61,1059.65,48.4,2119,94.4313,0.2826,C
8,1162.53,1069.64,48.4,1399,86.2759,0.2867,C
9,1127.54,959.68,47.63,2646,91.9501,0.2956,C
9,1111.63,959.68,48.02,2582,96.5143,0.3239,C
9,1127.62,979.67,48.02,3396,97.2026,0.2838,C
8,1129.62,1019.66,49.2,3176,92.7267,0.2582,C
8,1132.54,1019.66,48.4,2472,89.6036,0.2943,C
9,1120.03,969.68,48.4,3331,66.9769,0.3214,C
9,1111.23,969.68,50.02,2309,82.6765,0.324,C
8,1127.62,949.68,49.2,2696,89.8368,0.2838,C
7,1137.62,949.68,47.26,2917,83.8533,0.3165,C
7,1104.03,959.68,47.26,4115,88.3354,0.2899,C
9,1050.03,899.7,50.44,2584,89.2028,0.3297,C
9,1071.57,899.7,48.02,5016,83.7719,0.2872,C
8,1122.83,939.69,43.81,8359,58.3563,0.285,C
9,1151.28,939.69,43.81,5852,41.5072,0.2895,C
7,1143.37,989.67,47.63,2505,87.3453,0.2915,C
9,1132.12,989.67,49.2,2376,79.9663,0.2944,C
8,1134.02,939.69,49.2,4253,94.9918,0.2822,C
7,1126.02,1009.66,49.2,3420,95.0,0.2842,C
8,1119.21,979.67,49.6,3212,82.3163,0.2978,C
8,1127.22,959.68,49.6,2232,95.3405,0.2839,C
9,1120.83,959.68,49.2,3558,74.9578,0.2855,C
9,1112.55,949.68,48.4,3646,71.8047,0.2996,C
8,1131.22,949.68,47.26,2486,76.9509,0.3182,C
8,1127.62,989.67,47.26,3320,96.2651,0.2838,C
9,1105.63,909.7,48.02,5473,64.1696,0.1447,C
7,1116.03,909.7,46.17,5184,42.7083,0.3226,C
7,1127.96,949.68,46.17,4343,57.4718,0.1478,C
6,1153.37,949.68,46.17,2890,88.0623,0.1445,C
7,1154.2,999.67,46.17,1451,90.9028,0.3249,C
8,1127.96,969.68,49.2,3732,82.8242,0.2955,C
9,1137.95,969.68,48.02,3396,88.6926,0.2929,C
8,1142.42,999.67,48.02,3120,91.3782,0.2801,C
10,928.4,369.88,49.6,10583,68.61,0.2432,C
12,746.24,369.88,51.74,7815,52.9878,0.326,C
10,756.85,659.78,67.44,848,53.5377,0.1391,C
7,828.55,729.76,49.6,4431,30.0158,0.142,C
8,1046.19,749.75,44.46,12438,53.1677,0.1471,C
6,1122.03,849.72,44.46,11337,38.5199,0.3209,C
6,1068.49,849.72,44.46,8454,73.0187,0.28800000000000003,C
8,1142.12,959.68,46.17,2681,71.5405,0.2919,C
7,1102.43,809.73,45.82,10626,62.9494,0.2177,C
